source_dataset,source_id,ea_id
MELD,MELD/train/dia175/utt11,EAQ101640
MELD,MELD/train/dia176/utt0,EAQ101641
MELD,MELD/train/dia176/utt1,EAQ101642
MELD,MELD/train/dia176/utt2,EAQ101643
MELD,MELD/train/dia176/utt4,EAQ101644
MELD,MELD/train/dia176/utt5,EAQ101645
MELD,MELD/train/dia176/utt6,EAQ101646
MELD,MELD/train/dia176/utt7,EAQ101647
MELD,MELD/train/dia176/utt8,EAQ101648
MELD,MELD/train/dia176/utt9,EAQ101649
MELD,MELD/train/dia176/utt10,EAQ101650
MELD,MELD/train/dia177/utt0,EAQ101651
MELD,MELD/train/dia177/utt1,EAQ101652
MELD,MELD/train/dia177/utt2,EAQ101653
MELD,MELD/train/dia177/utt3,EAQ101654
MELD,MELD/train/dia177/utt4,EAQ101655
MELD,MELD/train/dia177/utt5,EAQ101656
MELD,MELD/train/dia177/utt6,EAQ101657
MELD,MELD/train/dia177/utt7,EAQ101658
MELD,MELD/train/dia177/utt8,EAQ101659
MELD,MELD/train/dia177/utt9,EAQ101660
MELD,MELD/train/dia177/utt10,EAQ101661
MELD,MELD/train/dia178/utt0,EAQ101662
MELD,MELD/train/dia178/utt1,EAQ101663
MELD,MELD/train/dia178/utt2,EAQ101664
MELD,MELD/train/dia179/utt0,EAQ101665
MELD,MELD/train/dia179/utt1,EAQ101666
MELD,MELD/train/dia179/utt2,EAQ101667
MELD,MELD/train/dia179/utt3,EAQ101668
MELD,MELD/train/dia179/utt4,EAQ101669
MELD,MELD/train/dia179/utt5,EAQ101670
MELD,MELD/train/dia179/utt6,EAQ101671
MELD,MELD/train/dia179/utt7,EAQ101672
MELD,MELD/train/dia179/utt8,EAQ101673
MELD,MELD/train/dia179/utt9,EAQ101674
MELD,MELD/train/dia179/utt10,EAQ101675
MELD,MELD/train/dia179/utt11,EAQ101676
MELD,MELD/train/dia179/utt12,EAQ101677
MELD,MELD/train/dia179/utt13,EAQ101678
MELD,MELD/train/dia179/utt14,EAQ101679
MELD,MELD/train/dia179/utt15,EAQ101680
MELD,MELD/train/dia179/utt16,EAQ101681
MELD,MELD/train/dia179/utt17,EAQ101682
MELD,MELD/train/dia179/utt18,EAQ101683
MELD,MELD/train/dia179/utt19,EAQ101684
MELD,MELD/train/dia180/utt0,EAQ101685
MELD,MELD/train/dia180/utt4,EAQ101686
MELD,MELD/train/dia180/utt5,EAQ101687
MELD,MELD/train/dia180/utt6,EAQ101688
MELD,MELD/train/dia180/utt7,EAQ101689
MELD,MELD/train/dia180/utt8,EAQ101690
MELD,MELD/train/dia180/utt9,EAQ101691
MELD,MELD/train/dia180/utt10,EAQ101692
MELD,MELD/train/dia180/utt11,EAQ101693
MELD,MELD/train/dia180/utt12,EAQ101694
MELD,MELD/train/dia180/utt13,EAQ101695
MELD,MELD/train/dia180/utt14,EAQ101696
MELD,MELD/train/dia180/utt15,EAQ101697
MELD,MELD/train/dia181/utt0,EAQ101698
MELD,MELD/train/dia181/utt1,EAQ101699
MELD,MELD/train/dia181/utt2,EAQ101700
MELD,MELD/train/dia181/utt3,EAQ101701
MELD,MELD/train/dia181/utt4,EAQ101702
MELD,MELD/train/dia182/utt0,EAQ101703
MELD,MELD/train/dia182/utt1,EAQ101704
MELD,MELD/train/dia182/utt2,EAQ101705
MELD,MELD/train/dia182/utt3,EAQ101706
MELD,MELD/train/dia182/utt4,EAQ101707
MELD,MELD/train/dia182/utt5,EAQ101708
MELD,MELD/train/dia182/utt6,EAQ101709
MELD,MELD/train/dia182/utt7,EAQ101710
MELD,MELD/train/dia182/utt8,EAQ101711
MELD,MELD/train/dia182/utt9,EAQ101712
MELD,MELD/train/dia182/utt10,EAQ101713
MELD,MELD/train/dia182/utt11,EAQ101714
MELD,MELD/train/dia182/utt12,EAQ101715
MELD,MELD/train/dia182/utt13,EAQ101716
MELD,MELD/train/dia182/utt14,EAQ101717
MELD,MELD/train/dia182/utt15,EAQ101718
MELD,MELD/train/dia183/utt0,EAQ101719
MELD,MELD/train/dia183/utt1,EAQ101720
MELD,MELD/train/dia183/utt2,EAQ101721
MELD,MELD/train/dia183/utt3,EAQ101722
MELD,MELD/train/dia183/utt4,EAQ101723
MELD,MELD/train/dia183/utt5,EAQ101724
MELD,MELD/train/dia183/utt6,EAQ101725
MELD,MELD/train/dia183/utt7,EAQ101726
MELD,MELD/train/dia183/utt8,EAQ101727
MELD,MELD/train/dia183/utt9,EAQ101728
MELD,MELD/train/dia183/utt10,EAQ101729
MELD,MELD/train/dia183/utt11,EAQ101730
MELD,MELD/train/dia183/utt12,EAQ101731
MELD,MELD/train/dia183/utt13,EAQ101732
MELD,MELD/train/dia183/utt14,EAQ101733
MELD,MELD/train/dia183/utt15,EAQ101734
MELD,MELD/train/dia183/utt16,EAQ101735
MELD,MELD/train/dia183/utt17,EAQ101736
MELD,MELD/train/dia183/utt18,EAQ101737
MELD,MELD/train/dia183/utt19,EAQ101738
MELD,MELD/train/dia184/utt0,EAQ101739
MELD,MELD/train/dia184/utt1,EAQ101740
MELD,MELD/train/dia184/utt2,EAQ101741
MELD,MELD/train/dia184/utt3,EAQ101742
MELD,MELD/train/dia184/utt4,EAQ101743
MELD,MELD/train/dia184/utt5,EAQ101744
MELD,MELD/train/dia184/utt6,EAQ101745
MELD,MELD/train/dia184/utt7,EAQ101746
MELD,MELD/train/dia184/utt8,EAQ101747
MELD,MELD/train/dia184/utt9,EAQ101748
MELD,MELD/train/dia184/utt10,EAQ101749
MELD,MELD/train/dia184/utt11,EAQ101750
MELD,MELD/train/dia184/utt12,EAQ101751
MELD,MELD/train/dia184/utt13,EAQ101752
MELD,MELD/train/dia184/utt14,EAQ101753
MELD,MELD/train/dia184/utt15,EAQ101754
MELD,MELD/train/dia184/utt16,EAQ101755
MELD,MELD/train/dia184/utt17,EAQ101756
MELD,MELD/train/dia184/utt18,EAQ101757
MELD,MELD/train/dia184/utt19,EAQ101758
MELD,MELD/train/dia184/utt20,EAQ101759
MELD,MELD/train/dia184/utt21,EAQ101760
MELD,MELD/train/dia185/utt0,EAQ101761
MELD,MELD/train/dia185/utt1,EAQ101762
MELD,MELD/train/dia185/utt2,EAQ101763
MELD,MELD/train/dia185/utt3,EAQ101764
MELD,MELD/train/dia185/utt4,EAQ101765
MELD,MELD/train/dia185/utt5,EAQ101766
MELD,MELD/train/dia185/utt6,EAQ101767
MELD,MELD/train/dia185/utt7,EAQ101768
MELD,MELD/train/dia185/utt8,EAQ101769
MELD,MELD/train/dia185/utt9,EAQ101770
MELD,MELD/train/dia185/utt10,EAQ101771
MELD,MELD/train/dia185/utt11,EAQ101772
MELD,MELD/train/dia185/utt12,EAQ101773
MELD,MELD/train/dia185/utt13,EAQ101774
MELD,MELD/train/dia186/utt0,EAQ101775
MELD,MELD/train/dia186/utt1,EAQ101776
MELD,MELD/train/dia186/utt2,EAQ101777
MELD,MELD/train/dia186/utt3,EAQ101778
MELD,MELD/train/dia186/utt4,EAQ101779
MELD,MELD/train/dia186/utt5,EAQ101780
MELD,MELD/train/dia187/utt0,EAQ101781
MELD,MELD/train/dia187/utt1,EAQ101782
MELD,MELD/train/dia187/utt2,EAQ101783
MELD,MELD/train/dia187/utt3,EAQ101784
MELD,MELD/train/dia187/utt4,EAQ101785
MELD,MELD/train/dia187/utt5,EAQ101786
MELD,MELD/train/dia187/utt6,EAQ101787
MELD,MELD/train/dia187/utt7,EAQ101788
MELD,MELD/train/dia187/utt8,EAQ101789
MELD,MELD/train/dia187/utt9,EAQ101790
MELD,MELD/train/dia188/utt0,EAQ101791
MELD,MELD/train/dia188/utt2,EAQ101792
MELD,MELD/train/dia188/utt3,EAQ101793
MELD,MELD/train/dia188/utt4,EAQ101794
MELD,MELD/train/dia188/utt5,EAQ101795
MELD,MELD/train/dia188/utt6,EAQ101796
MELD,MELD/train/dia189/utt0,EAQ101797
MELD,MELD/train/dia189/utt1,EAQ101798
MELD,MELD/train/dia189/utt2,EAQ101799
MELD,MELD/train/dia189/utt3,EAQ101800
MELD,MELD/train/dia189/utt4,EAQ101801
MELD,MELD/train/dia189/utt5,EAQ101802
MELD,MELD/train/dia189/utt6,EAQ101803
MELD,MELD/train/dia189/utt7,EAQ101804
MELD,MELD/train/dia189/utt8,EAQ101805
MELD,MELD/train/dia189/utt9,EAQ101806
MELD,MELD/train/dia189/utt10,EAQ101807
MELD,MELD/train/dia189/utt12,EAQ101808
MELD,MELD/train/dia189/utt13,EAQ101809
MELD,MELD/train/dia189/utt14,EAQ101810
MELD,MELD/train/dia189/utt15,EAQ101811
MELD,MELD/train/dia190/utt0,EAQ101812
MELD,MELD/train/dia190/utt1,EAQ101813
MELD,MELD/train/dia190/utt2,EAQ101814
MELD,MELD/train/dia190/utt3,EAQ101815
MELD,MELD/train/dia190/utt4,EAQ101816
MELD,MELD/train/dia190/utt5,EAQ101817
MELD,MELD/train/dia190/utt6,EAQ101818
MELD,MELD/train/dia190/utt7,EAQ101819
MELD,MELD/train/dia191/utt0,EAQ101820
MELD,MELD/train/dia191/utt1,EAQ101821
MELD,MELD/train/dia191/utt2,EAQ101822
MELD,MELD/train/dia191/utt3,EAQ101823
MELD,MELD/train/dia191/utt4,EAQ101824
MELD,MELD/train/dia191/utt5,EAQ101825
MELD,MELD/train/dia191/utt6,EAQ101826
MELD,MELD/train/dia192/utt0,EAQ101827
MELD,MELD/train/dia192/utt1,EAQ101828
MELD,MELD/train/dia192/utt2,EAQ101829
MELD,MELD/train/dia192/utt3,EAQ101830
MELD,MELD/train/dia192/utt4,EAQ101831
MELD,MELD/train/dia192/utt5,EAQ101832
MELD,MELD/train/dia192/utt6,EAQ101833
MELD,MELD/train/dia192/utt7,EAQ101834
MELD,MELD/train/dia193/utt0,EAQ101835
MELD,MELD/train/dia193/utt1,EAQ101836
MELD,MELD/train/dia193/utt2,EAQ101837
MELD,MELD/train/dia193/utt3,EAQ101838
MELD,MELD/train/dia193/utt4,EAQ101839
MELD,MELD/train/dia193/utt5,EAQ101840
MELD,MELD/train/dia193/utt6,EAQ101841
MELD,MELD/train/dia193/utt7,EAQ101842
MELD,MELD/train/dia194/utt0,EAQ101843
MELD,MELD/train/dia194/utt1,EAQ101844
MELD,MELD/train/dia195/utt0,EAQ101845
MELD,MELD/train/dia195/utt1,EAQ101846
MELD,MELD/train/dia195/utt2,EAQ101847
MELD,MELD/train/dia195/utt3,EAQ101848
MELD,MELD/train/dia195/utt4,EAQ101849
MELD,MELD/train/dia195/utt5,EAQ101850
MELD,MELD/train/dia195/utt6,EAQ101851
MELD,MELD/train/dia195/utt7,EAQ101852
MELD,MELD/train/dia195/utt8,EAQ101853
MELD,MELD/train/dia195/utt9,EAQ101854
MELD,MELD/train/dia195/utt10,EAQ101855
MELD,MELD/train/dia195/utt11,EAQ101856
MELD,MELD/train/dia195/utt12,EAQ101857
MELD,MELD/train/dia195/utt13,EAQ101858
MELD,MELD/train/dia195/utt14,EAQ101859
MELD,MELD/train/dia195/utt15,EAQ101860
MELD,MELD/train/dia195/utt16,EAQ101861
MELD,MELD/train/dia195/utt17,EAQ101862
MELD,MELD/train/dia195/utt18,EAQ101863
MELD,MELD/train/dia195/utt19,EAQ101864
MELD,MELD/train/dia196/utt0,EAQ101865
MELD,MELD/train/dia196/utt1,EAQ101866
MELD,MELD/train/dia196/utt2,EAQ101867
MELD,MELD/train/dia197/utt0,EAQ101868
MELD,MELD/train/dia197/utt1,EAQ101869
MELD,MELD/train/dia197/utt2,EAQ101870
MELD,MELD/train/dia197/utt3,EAQ101871
MELD,MELD/train/dia197/utt4,EAQ101872
MELD,MELD/train/dia197/utt5,EAQ101873
MELD,MELD/train/dia197/utt6,EAQ101874
MELD,MELD/train/dia197/utt7,EAQ101875
MELD,MELD/train/dia198/utt0,EAQ101876
MELD,MELD/train/dia198/utt1,EAQ101877
MELD,MELD/train/dia198/utt2,EAQ101878
MELD,MELD/train/dia198/utt3,EAQ101879
MELD,MELD/train/dia198/utt4,EAQ101880
MELD,MELD/train/dia198/utt5,EAQ101881
MELD,MELD/train/dia198/utt6,EAQ101882
MELD,MELD/train/dia199/utt0,EAQ101883
MELD,MELD/train/dia199/utt1,EAQ101884
MELD,MELD/train/dia199/utt2,EAQ101885
MELD,MELD/train/dia199/utt3,EAQ101886
MELD,MELD/train/dia199/utt4,EAQ101887
MELD,MELD/train/dia199/utt5,EAQ101888
MELD,MELD/train/dia199/utt6,EAQ101889
MELD,MELD/train/dia199/utt7,EAQ101890
MELD,MELD/train/dia199/utt8,EAQ101891
MELD,MELD/train/dia199/utt9,EAQ101892
MELD,MELD/train/dia199/utt10,EAQ101893
MELD,MELD/train/dia199/utt11,EAQ101894
MELD,MELD/train/dia200/utt0,EAQ101895
MELD,MELD/train/dia200/utt1,EAQ101896
MELD,MELD/train/dia200/utt2,EAQ101897
MELD,MELD/train/dia200/utt3,EAQ101898
MELD,MELD/train/dia200/utt4,EAQ101899
MELD,MELD/train/dia200/utt5,EAQ101900
MELD,MELD/train/dia200/utt6,EAQ101901
MELD,MELD/train/dia200/utt7,EAQ101902
MELD,MELD/train/dia200/utt8,EAQ101903
MELD,MELD/train/dia200/utt9,EAQ101904
MELD,MELD/train/dia201/utt0,EAQ101905
MELD,MELD/train/dia201/utt1,EAQ101906
MELD,MELD/train/dia201/utt2,EAQ101907
MELD,MELD/train/dia201/utt3,EAQ101908
MELD,MELD/train/dia201/utt4,EAQ101909
MELD,MELD/train/dia201/utt5,EAQ101910
MELD,MELD/train/dia201/utt6,EAQ101911
MELD,MELD/train/dia201/utt7,EAQ101912
MELD,MELD/train/dia201/utt8,EAQ101913
MELD,MELD/train/dia201/utt9,EAQ101914
MELD,MELD/train/dia202/utt0,EAQ101915
MELD,MELD/train/dia202/utt1,EAQ101916
MELD,MELD/train/dia202/utt2,EAQ101917
MELD,MELD/train/dia202/utt3,EAQ101918
MELD,MELD/train/dia202/utt4,EAQ101919
MELD,MELD/train/dia202/utt5,EAQ101920
MELD,MELD/train/dia202/utt6,EAQ101921
MELD,MELD/train/dia202/utt7,EAQ101922
MELD,MELD/train/dia202/utt8,EAQ101923
MELD,MELD/train/dia202/utt9,EAQ101924
MELD,MELD/train/dia202/utt12,EAQ101925
MELD,MELD/train/dia202/utt13,EAQ101926
MELD,MELD/train/dia202/utt14,EAQ101927
MELD,MELD/train/dia202/utt15,EAQ101928
MELD,MELD/train/dia202/utt16,EAQ101929
MELD,MELD/train/dia203/utt0,EAQ101930
MELD,MELD/train/dia203/utt1,EAQ101931
MELD,MELD/train/dia203/utt2,EAQ101932
MELD,MELD/train/dia203/utt3,EAQ101933
MELD,MELD/train/dia203/utt4,EAQ101934
MELD,MELD/train/dia203/utt5,EAQ101935
MELD,MELD/train/dia204/utt0,EAQ101936
MELD,MELD/train/dia204/utt1,EAQ101937
MELD,MELD/train/dia204/utt2,EAQ101938
MELD,MELD/train/dia204/utt3,EAQ101939
MELD,MELD/train/dia204/utt4,EAQ101940
MELD,MELD/train/dia204/utt5,EAQ101941
MELD,MELD/train/dia204/utt6,EAQ101942
MELD,MELD/train/dia204/utt7,EAQ101943
MELD,MELD/train/dia204/utt8,EAQ101944
MELD,MELD/train/dia204/utt9,EAQ101945
MELD,MELD/train/dia204/utt10,EAQ101946
MELD,MELD/train/dia204/utt11,EAQ101947
MELD,MELD/train/dia204/utt12,EAQ101948
MELD,MELD/train/dia204/utt13,EAQ101949
MELD,MELD/train/dia205/utt0,EAQ101950
MELD,MELD/train/dia205/utt1,EAQ101951
MELD,MELD/train/dia205/utt2,EAQ101952
MELD,MELD/train/dia205/utt3,EAQ101953
MELD,MELD/train/dia205/utt4,EAQ101954
MELD,MELD/train/dia205/utt5,EAQ101955
MELD,MELD/train/dia205/utt6,EAQ101956
MELD,MELD/train/dia206/utt0,EAQ101957
MELD,MELD/train/dia206/utt1,EAQ101958
MELD,MELD/train/dia206/utt2,EAQ101959
MELD,MELD/train/dia206/utt3,EAQ101960
MELD,MELD/train/dia206/utt4,EAQ101961
MELD,MELD/train/dia206/utt5,EAQ101962
MELD,MELD/train/dia206/utt6,EAQ101963
MELD,MELD/train/dia206/utt7,EAQ101964
MELD,MELD/train/dia206/utt8,EAQ101965
MELD,MELD/train/dia206/utt9,EAQ101966
MELD,MELD/train/dia206/utt10,EAQ101967
MELD,MELD/train/dia206/utt11,EAQ101968
MELD,MELD/train/dia206/utt12,EAQ101969
MELD,MELD/train/dia206/utt13,EAQ101970
MELD,MELD/train/dia206/utt14,EAQ101971
MELD,MELD/train/dia206/utt15,EAQ101972
MELD,MELD/train/dia206/utt16,EAQ101973
MELD,MELD/train/dia206/utt17,EAQ101974
MELD,MELD/train/dia206/utt18,EAQ101975
MELD,MELD/train/dia207/utt0,EAQ101976
MELD,MELD/train/dia207/utt1,EAQ101977
MELD,MELD/train/dia207/utt2,EAQ101978
MELD,MELD/train/dia207/utt3,EAQ101979
MELD,MELD/train/dia207/utt4,EAQ101980
MELD,MELD/train/dia207/utt5,EAQ101981
MELD,MELD/train/dia207/utt6,EAQ101982
MELD,MELD/train/dia207/utt7,EAQ101983
MELD,MELD/train/dia207/utt8,EAQ101984
MELD,MELD/train/dia207/utt9,EAQ101985
MELD,MELD/train/dia207/utt10,EAQ101986
MELD,MELD/train/dia207/utt11,EAQ101987
MELD,MELD/train/dia207/utt12,EAQ101988
MELD,MELD/train/dia207/utt13,EAQ101989
MELD,MELD/train/dia207/utt14,EAQ101990
MELD,MELD/train/dia207/utt15,EAQ101991
MELD,MELD/train/dia207/utt16,EAQ101992
MELD,MELD/train/dia207/utt17,EAQ101993
MELD,MELD/train/dia207/utt18,EAQ101994
MELD,MELD/train/dia207/utt19,EAQ101995
MELD,MELD/train/dia208/utt0,EAQ101996
MELD,MELD/train/dia208/utt1,EAQ101997
MELD,MELD/train/dia208/utt2,EAQ101998
MELD,MELD/train/dia208/utt3,EAQ101999
MELD,MELD/train/dia208/utt4,EAQ102000
MELD,MELD/train/dia208/utt5,EAQ102001
MELD,MELD/train/dia208/utt6,EAQ102002
MELD,MELD/train/dia208/utt7,EAQ102003
MELD,MELD/train/dia208/utt8,EAQ102004
MELD,MELD/train/dia208/utt9,EAQ102005
MELD,MELD/train/dia208/utt10,EAQ102006
MELD,MELD/train/dia208/utt11,EAQ102007
MELD,MELD/train/dia208/utt12,EAQ102008
MELD,MELD/train/dia208/utt14,EAQ102009
MELD,MELD/train/dia208/utt15,EAQ102010
MELD,MELD/train/dia208/utt16,EAQ102011
MELD,MELD/train/dia209/utt0,EAQ102012
MELD,MELD/train/dia210/utt0,EAQ102013
MELD,MELD/train/dia210/utt1,EAQ102014
MELD,MELD/train/dia210/utt2,EAQ102015
MELD,MELD/train/dia210/utt3,EAQ102016
MELD,MELD/train/dia210/utt4,EAQ102017
MELD,MELD/train/dia210/utt5,EAQ102018
MELD,MELD/train/dia210/utt6,EAQ102019
MELD,MELD/train/dia210/utt7,EAQ102020
MELD,MELD/train/dia210/utt8,EAQ102021
MELD,MELD/train/dia210/utt9,EAQ102022
MELD,MELD/train/dia210/utt10,EAQ102023
MELD,MELD/train/dia211/utt0,EAQ102024
MELD,MELD/train/dia211/utt1,EAQ102025
MELD,MELD/train/dia211/utt2,EAQ102026
MELD,MELD/train/dia211/utt3,EAQ102027
MELD,MELD/train/dia211/utt5,EAQ102028
MELD,MELD/train/dia211/utt6,EAQ102029
MELD,MELD/train/dia211/utt7,EAQ102030
MELD,MELD/train/dia211/utt8,EAQ102031
MELD,MELD/train/dia211/utt9,EAQ102032
MELD,MELD/train/dia211/utt10,EAQ102033
MELD,MELD/train/dia211/utt11,EAQ102034
MELD,MELD/train/dia211/utt12,EAQ102035
MELD,MELD/train/dia211/utt13,EAQ102036
MELD,MELD/train/dia211/utt14,EAQ102037
MELD,MELD/train/dia212/utt0,EAQ102038
MELD,MELD/train/dia212/utt1,EAQ102039
MELD,MELD/train/dia212/utt2,EAQ102040
MELD,MELD/train/dia212/utt3,EAQ102041
MELD,MELD/train/dia212/utt4,EAQ102042
MELD,MELD/train/dia212/utt5,EAQ102043
MELD,MELD/train/dia212/utt6,EAQ102044
MELD,MELD/train/dia212/utt7,EAQ102045
MELD,MELD/train/dia212/utt8,EAQ102046
MELD,MELD/train/dia212/utt9,EAQ102047
MELD,MELD/train/dia213/utt0,EAQ102048
MELD,MELD/train/dia213/utt1,EAQ102049
MELD,MELD/train/dia213/utt2,EAQ102050
MELD,MELD/train/dia213/utt3,EAQ102051
MELD,MELD/train/dia213/utt4,EAQ102052
MELD,MELD/train/dia214/utt0,EAQ102053
MELD,MELD/train/dia214/utt1,EAQ102054
MELD,MELD/train/dia214/utt2,EAQ102055
MELD,MELD/train/dia214/utt3,EAQ102056
MELD,MELD/train/dia214/utt4,EAQ102057
MELD,MELD/train/dia214/utt5,EAQ102058
MELD,MELD/train/dia214/utt6,EAQ102059
MELD,MELD/train/dia214/utt7,EAQ102060
MELD,MELD/train/dia214/utt8,EAQ102061
MELD,MELD/train/dia214/utt9,EAQ102062
MELD,MELD/train/dia214/utt10,EAQ102063
MELD,MELD/train/dia215/utt0,EAQ102064
MELD,MELD/train/dia216/utt0,EAQ102065
MELD,MELD/train/dia216/utt1,EAQ102066
MELD,MELD/train/dia216/utt2,EAQ102067
MELD,MELD/train/dia217/utt0,EAQ102068
MELD,MELD/train/dia218/utt1,EAQ102069
MELD,MELD/train/dia218/utt2,EAQ102070
MELD,MELD/train/dia218/utt3,EAQ102071
MELD,MELD/train/dia218/utt4,EAQ102072
MELD,MELD/train/dia218/utt5,EAQ102073
MELD,MELD/train/dia218/utt6,EAQ102074
MELD,MELD/train/dia218/utt7,EAQ102075
MELD,MELD/train/dia218/utt8,EAQ102076
MELD,MELD/train/dia218/utt9,EAQ102077
MELD,MELD/train/dia218/utt10,EAQ102078
MELD,MELD/train/dia218/utt11,EAQ102079
MELD,MELD/train/dia218/utt12,EAQ102080
MELD,MELD/train/dia219/utt0,EAQ102081
MELD,MELD/train/dia219/utt1,EAQ102082
MELD,MELD/train/dia219/utt2,EAQ102083
MELD,MELD/train/dia219/utt3,EAQ102084
MELD,MELD/train/dia219/utt4,EAQ102085
MELD,MELD/train/dia219/utt5,EAQ102086
MELD,MELD/train/dia219/utt6,EAQ102087
MELD,MELD/train/dia219/utt7,EAQ102088
MELD,MELD/train/dia219/utt8,EAQ102089
MELD,MELD/train/dia219/utt9,EAQ102090
MELD,MELD/train/dia219/utt10,EAQ102091
MELD,MELD/train/dia219/utt11,EAQ102092
MELD,MELD/train/dia219/utt12,EAQ102093
MELD,MELD/train/dia220/utt0,EAQ102094
MELD,MELD/train/dia220/utt1,EAQ102095
MELD,MELD/train/dia220/utt2,EAQ102096
MELD,MELD/train/dia220/utt3,EAQ102097
MELD,MELD/train/dia220/utt4,EAQ102098
MELD,MELD/train/dia220/utt5,EAQ102099
MELD,MELD/train/dia220/utt6,EAQ102100
MELD,MELD/train/dia221/utt0,EAQ102101
MELD,MELD/train/dia221/utt1,EAQ102102
MELD,MELD/train/dia221/utt2,EAQ102103
MELD,MELD/train/dia221/utt3,EAQ102104
MELD,MELD/train/dia221/utt4,EAQ102105
MELD,MELD/train/dia221/utt5,EAQ102106
MELD,MELD/train/dia222/utt0,EAQ102107
MELD,MELD/train/dia222/utt1,EAQ102108
MELD,MELD/train/dia222/utt2,EAQ102109
MELD,MELD/train/dia222/utt3,EAQ102110
MELD,MELD/train/dia222/utt4,EAQ102111
MELD,MELD/train/dia222/utt5,EAQ102112
MELD,MELD/train/dia222/utt6,EAQ102113
MELD,MELD/train/dia222/utt7,EAQ102114
MELD,MELD/train/dia222/utt8,EAQ102115
MELD,MELD/train/dia222/utt9,EAQ102116
MELD,MELD/train/dia222/utt11,EAQ102117
MELD,MELD/train/dia222/utt12,EAQ102118
MELD,MELD/train/dia222/utt13,EAQ102119
MELD,MELD/train/dia222/utt14,EAQ102120
MELD,MELD/train/dia222/utt15,EAQ102121
MELD,MELD/train/dia222/utt16,EAQ102122
MELD,MELD/train/dia222/utt17,EAQ102123
MELD,MELD/train/dia222/utt18,EAQ102124
MELD,MELD/train/dia222/utt19,EAQ102125
MELD,MELD/train/dia223/utt0,EAQ102126
MELD,MELD/train/dia223/utt1,EAQ102127
MELD,MELD/train/dia223/utt2,EAQ102128
MELD,MELD/train/dia223/utt3,EAQ102129
MELD,MELD/train/dia223/utt4,EAQ102130
MELD,MELD/train/dia223/utt5,EAQ102131
MELD,MELD/train/dia223/utt6,EAQ102132
MELD,MELD/train/dia223/utt7,EAQ102133
MELD,MELD/train/dia223/utt8,EAQ102134
MELD,MELD/train/dia223/utt9,EAQ102135
MELD,MELD/train/dia223/utt10,EAQ102136
MELD,MELD/train/dia223/utt11,EAQ102137
MELD,MELD/train/dia223/utt12,EAQ102138
MELD,MELD/train/dia223/utt13,EAQ102139
MELD,MELD/train/dia223/utt14,EAQ102140
MELD,MELD/train/dia224/utt0,EAQ102141
MELD,MELD/train/dia224/utt1,EAQ102142
MELD,MELD/train/dia224/utt2,EAQ102143
MELD,MELD/train/dia224/utt3,EAQ102144
MELD,MELD/train/dia224/utt4,EAQ102145
MELD,MELD/train/dia224/utt5,EAQ102146
MELD,MELD/train/dia225/utt0,EAQ102147
MELD,MELD/train/dia225/utt1,EAQ102148
MELD,MELD/train/dia225/utt2,EAQ102149
MELD,MELD/train/dia225/utt3,EAQ102150
MELD,MELD/train/dia225/utt4,EAQ102151
MELD,MELD/train/dia225/utt5,EAQ102152
MELD,MELD/train/dia225/utt6,EAQ102153
MELD,MELD/train/dia225/utt7,EAQ102154
MELD,MELD/train/dia225/utt8,EAQ102155
MELD,MELD/train/dia225/utt9,EAQ102156
MELD,MELD/train/dia225/utt10,EAQ102157
MELD,MELD/train/dia225/utt11,EAQ102158
MELD,MELD/train/dia226/utt0,EAQ102159
MELD,MELD/train/dia226/utt1,EAQ102160
MELD,MELD/train/dia226/utt2,EAQ102161
MELD,MELD/train/dia226/utt3,EAQ102162
MELD,MELD/train/dia226/utt4,EAQ102163
MELD,MELD/train/dia226/utt5,EAQ102164
MELD,MELD/train/dia226/utt6,EAQ102165
MELD,MELD/train/dia226/utt7,EAQ102166
MELD,MELD/train/dia226/utt8,EAQ102167
MELD,MELD/train/dia226/utt9,EAQ102168
MELD,MELD/train/dia226/utt10,EAQ102169
MELD,MELD/train/dia226/utt11,EAQ102170
MELD,MELD/train/dia226/utt12,EAQ102171
MELD,MELD/train/dia226/utt13,EAQ102172
MELD,MELD/train/dia226/utt17,EAQ102173
MELD,MELD/train/dia226/utt18,EAQ102174
MELD,MELD/train/dia226/utt19,EAQ102175
MELD,MELD/train/dia226/utt20,EAQ102176
MELD,MELD/train/dia226/utt21,EAQ102177
MELD,MELD/train/dia227/utt0,EAQ102178
MELD,MELD/train/dia228/utt0,EAQ102179
MELD,MELD/train/dia228/utt1,EAQ102180
MELD,MELD/train/dia228/utt2,EAQ102181
MELD,MELD/train/dia228/utt3,EAQ102182
MELD,MELD/train/dia228/utt4,EAQ102183
MELD,MELD/train/dia228/utt5,EAQ102184
MELD,MELD/train/dia228/utt6,EAQ102185
MELD,MELD/train/dia228/utt7,EAQ102186
MELD,MELD/train/dia229/utt0,EAQ102187
MELD,MELD/train/dia229/utt1,EAQ102188
MELD,MELD/train/dia229/utt2,EAQ102189
MELD,MELD/train/dia229/utt3,EAQ102190
MELD,MELD/train/dia229/utt4,EAQ102191
MELD,MELD/train/dia230/utt0,EAQ102192
MELD,MELD/train/dia230/utt1,EAQ102193
MELD,MELD/train/dia231/utt0,EAQ102194
MELD,MELD/train/dia231/utt1,EAQ102195
MELD,MELD/train/dia231/utt2,EAQ102196
MELD,MELD/train/dia231/utt3,EAQ102197
MELD,MELD/train/dia231/utt4,EAQ102198
