ea_id,source_dataset,source_split,source_id,video_path,audio_path,text_path,start,end,language,face_quality,audio_quality,text_quality,usable_for_micro,usable_for_l4
EAQ000170,CH-SIMS,train,CH-SIMS/video_0009/0016,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0016.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0016.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0016,,,zh,missing,missing,high,false,false
EAQ000171,CH-SIMS,train,CH-SIMS/video_0009/0017,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0017.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0017.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0017,,,zh,missing,missing,high,false,false
EAQ000172,CH-SIMS,train,CH-SIMS/video_0009/0018,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0018.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0018.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0018,,,zh,missing,missing,high,false,false
EAQ000173,CH-SIMS,test,CH-SIMS/video_0009/0019,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0019.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0019.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0019,,,zh,missing,missing,high,false,false
EAQ000174,CH-SIMS,validation,CH-SIMS/video_0009/0020,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0020.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0020.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0020,,,zh,missing,missing,high,false,false
EAQ000175,CH-SIMS,test,CH-SIMS/video_0009/0021,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0021.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0021.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0021,,,zh,missing,missing,high,false,false
EAQ000176,CH-SIMS,validation,CH-SIMS/video_0009/0022,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0022.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0022.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0022,,,zh,missing,missing,high,false,false
EAQ000177,CH-SIMS,train,CH-SIMS/video_0009/0023,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0023.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0023.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0023,,,zh,missing,missing,high,false,false
EAQ000178,CH-SIMS,train,CH-SIMS/video_0009/0024,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0024.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0024.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0024,,,zh,missing,missing,high,false,false
EAQ000179,CH-SIMS,train,CH-SIMS/video_0009/0025,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0025.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0025.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0025,,,zh,missing,missing,high,false,false
EAQ000180,CH-SIMS,train,CH-SIMS/video_0009/0026,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0026.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0026.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0026,,,zh,missing,missing,high,false,false
EAQ000181,CH-SIMS,validation,CH-SIMS/video_0009/0027,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0027.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0027.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0027,,,zh,missing,missing,high,false,false
EAQ000182,CH-SIMS,test,CH-SIMS/video_0009/0028,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0028.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0028.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0028,,,zh,missing,missing,high,false,false
EAQ000183,CH-SIMS,train,CH-SIMS/video_0009/0029,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0029.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0029.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0029,,,zh,missing,missing,high,false,false
EAQ000184,CH-SIMS,validation,CH-SIMS/video_0009/0030,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0030.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0030.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0030,,,zh,missing,missing,high,false,false
EAQ000185,CH-SIMS,test,CH-SIMS/video_0009/0031,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0031.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0031.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0031,,,zh,missing,missing,high,false,false
EAQ000186,CH-SIMS,train,CH-SIMS/video_0009/0032,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0032.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0032.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0032,,,zh,missing,missing,high,false,false
EAQ000187,CH-SIMS,train,CH-SIMS/video_0009/0033,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0033.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0033.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0033,,,zh,missing,missing,high,false,false
EAQ000188,CH-SIMS,train,CH-SIMS/video_0009/0034,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0034.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0034.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0034,,,zh,missing,missing,high,false,false
EAQ000189,CH-SIMS,train,CH-SIMS/video_0009/0035,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0035.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0035.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0035,,,zh,missing,missing,high,false,false
EAQ000190,CH-SIMS,train,CH-SIMS/video_0009/0036,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0036.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0036.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0036,,,zh,missing,missing,high,false,false
EAQ000191,CH-SIMS,test,CH-SIMS/video_0009/0037,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0037.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0037.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0037,,,zh,missing,missing,high,false,false
EAQ000192,CH-SIMS,validation,CH-SIMS/video_0009/0038,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0038.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0038.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0038,,,zh,missing,missing,high,false,false
EAQ000193,CH-SIMS,train,CH-SIMS/video_0009/0039,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0039.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0039.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0039,,,zh,missing,missing,high,false,false
EAQ000194,CH-SIMS,train,CH-SIMS/video_0009/0040,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0040.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0040.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0040,,,zh,missing,missing,high,false,false
EAQ000195,CH-SIMS,train,CH-SIMS/video_0009/0041,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0041.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0041.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0041,,,zh,missing,missing,high,false,false
EAQ000196,CH-SIMS,train,CH-SIMS/video_0009/0042,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0042.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0009/0042.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0009/0042,,,zh,missing,missing,high,false,false
EAQ000197,CH-SIMS,test,CH-SIMS/video_0010/0001,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0001.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0001.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0001,,,zh,missing,missing,high,false,false
EAQ000198,CH-SIMS,validation,CH-SIMS/video_0010/0002,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0002.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0002.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0002,,,zh,missing,missing,high,false,false
EAQ000199,CH-SIMS,train,CH-SIMS/video_0010/0003,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0003.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0003.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0003,,,zh,missing,missing,high,false,false
EAQ000200,CH-SIMS,train,CH-SIMS/video_0010/0004,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0004.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0004.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0004,,,zh,missing,missing,high,false,false
EAQ000201,CH-SIMS,validation,CH-SIMS/video_0010/0005,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0005.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0005.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0005,,,zh,missing,missing,high,false,false
EAQ000202,CH-SIMS,train,CH-SIMS/video_0010/0006,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0006.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0006.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0006,,,zh,missing,missing,high,false,false
EAQ000203,CH-SIMS,test,CH-SIMS/video_0010/0007,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0007.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0007.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0007,,,zh,missing,missing,high,false,false
EAQ000204,CH-SIMS,train,CH-SIMS/video_0010/0008,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0008.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0008.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0008,,,zh,missing,missing,high,false,false
EAQ000205,CH-SIMS,train,CH-SIMS/video_0010/0009,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0009.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0009.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0009,,,zh,missing,missing,high,false,false
EAQ000206,CH-SIMS,train,CH-SIMS/video_0010/0010,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0010.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0010.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0010,,,zh,missing,missing,high,false,false
EAQ000207,CH-SIMS,train,CH-SIMS/video_0010/0011,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0011.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0011.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0011,,,zh,missing,missing,high,false,false
EAQ000208,CH-SIMS,train,CH-SIMS/video_0010/0012,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0012.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0012.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0012,,,zh,missing,missing,high,false,false
EAQ000209,CH-SIMS,train,CH-SIMS/video_0010/0013,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0013.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0013.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0013,,,zh,missing,missing,high,false,false
EAQ000210,CH-SIMS,train,CH-SIMS/video_0010/0014,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0014.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0014.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0014,,,zh,missing,missing,high,false,false
EAQ000211,CH-SIMS,validation,CH-SIMS/video_0010/0015,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0015.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0015.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0015,,,zh,missing,missing,high,false,false
EAQ000212,CH-SIMS,train,CH-SIMS/video_0010/0016,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0016.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0016.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0016,,,zh,missing,missing,high,false,false
EAQ000213,CH-SIMS,train,CH-SIMS/video_0010/0017,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0017.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0017.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0017,,,zh,missing,missing,high,false,false
EAQ000214,CH-SIMS,validation,CH-SIMS/video_0010/0018,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0018.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0018.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0018,,,zh,missing,missing,high,false,false
EAQ000215,CH-SIMS,train,CH-SIMS/video_0010/0019,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0019.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0019.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0019,,,zh,missing,missing,high,false,false
EAQ000216,CH-SIMS,train,CH-SIMS/video_0010/0020,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0020.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0020.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0020,,,zh,missing,missing,high,false,false
EAQ000217,CH-SIMS,train,CH-SIMS/video_0010/0021,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0021.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0021.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0021,,,zh,missing,missing,high,false,false
EAQ000218,CH-SIMS,train,CH-SIMS/video_0010/0022,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0022.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0022.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0022,,,zh,missing,missing,high,false,false
EAQ000219,CH-SIMS,test,CH-SIMS/video_0010/0023,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0023.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0023.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0023,,,zh,missing,missing,high,false,false
EAQ000220,CH-SIMS,train,CH-SIMS/video_0010/0024,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0024.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0024.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0024,,,zh,missing,missing,high,false,false
EAQ000221,CH-SIMS,train,CH-SIMS/video_0010/0025,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0025.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0025.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0025,,,zh,missing,missing,high,false,false
EAQ000222,CH-SIMS,train,CH-SIMS/video_0010/0026,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0026.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0026.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0026,,,zh,missing,missing,high,false,false
EAQ000223,CH-SIMS,test,CH-SIMS/video_0010/0027,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0027.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0027.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0027,,,zh,missing,missing,high,false,false
EAQ000224,CH-SIMS,train,CH-SIMS/video_0010/0028,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0028.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0028.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0028,,,zh,missing,missing,high,false,false
EAQ000225,CH-SIMS,train,CH-SIMS/video_0010/0029,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0029.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0029.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0029,,,zh,missing,missing,high,false,false
EAQ000226,CH-SIMS,test,CH-SIMS/video_0010/0030,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0030.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0030.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0030,,,zh,missing,missing,high,false,false
EAQ000227,CH-SIMS,validation,CH-SIMS/video_0010/0031,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0031.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0031.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0031,,,zh,missing,missing,high,false,false
EAQ000228,CH-SIMS,test,CH-SIMS/video_0010/0032,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0032.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0032.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0032,,,zh,missing,missing,high,false,false
EAQ000229,CH-SIMS,train,CH-SIMS/video_0010/0033,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0033.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0033.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0033,,,zh,missing,missing,high,false,false
EAQ000230,CH-SIMS,train,CH-SIMS/video_0010/0034,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0034.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0034.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0034,,,zh,missing,missing,high,false,false
EAQ000231,CH-SIMS,train,CH-SIMS/video_0010/0035,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0035.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0035.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0035,,,zh,missing,missing,high,false,false
EAQ000232,CH-SIMS,test,CH-SIMS/video_0010/0036,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0036.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0036.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0036,,,zh,missing,missing,high,false,false
EAQ000233,CH-SIMS,test,CH-SIMS/video_0010/0037,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0037.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0037.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0037,,,zh,missing,missing,high,false,false
EAQ000234,CH-SIMS,test,CH-SIMS/video_0010/0038,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0038.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0010/0038.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0010/0038,,,zh,missing,missing,high,false,false
EAQ000235,CH-SIMS,train,CH-SIMS/video_0011/0001,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0001.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0001.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0011/0001,,,zh,missing,missing,high,false,false
EAQ000236,CH-SIMS,train,CH-SIMS/video_0011/0002,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0002.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0002.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0011/0002,,,zh,missing,missing,high,false,false
EAQ000237,CH-SIMS,train,CH-SIMS/video_0011/0003,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0003.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0003.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0011/0003,,,zh,missing,missing,high,false,false
EAQ000238,CH-SIMS,test,CH-SIMS/video_0011/0004,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0004.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0004.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0011/0004,,,zh,missing,missing,high,false,false
EAQ000239,CH-SIMS,train,CH-SIMS/video_0011/0005,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0005.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0005.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0011/0005,,,zh,missing,missing,high,false,false
EAQ000240,CH-SIMS,train,CH-SIMS/video_0011/0006,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0006.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0006.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0011/0006,,,zh,missing,missing,high,false,false
EAQ000241,CH-SIMS,validation,CH-SIMS/video_0011/0007,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0007.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0007.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0011/0007,,,zh,missing,missing,high,false,false
EAQ000242,CH-SIMS,train,CH-SIMS/video_0011/0008,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0008.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0008.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0011/0008,,,zh,missing,missing,high,false,false
EAQ000243,CH-SIMS,train,CH-SIMS/video_0011/0009,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0009.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0009.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0011/0009,,,zh,missing,missing,high,false,false
EAQ000244,CH-SIMS,test,CH-SIMS/video_0011/0010,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0010.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0010.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0011/0010,,,zh,missing,missing,high,false,false
EAQ000245,CH-SIMS,test,CH-SIMS/video_0011/0011,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0011.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0011.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0011/0011,,,zh,missing,missing,high,false,false
EAQ000246,CH-SIMS,test,CH-SIMS/video_0011/0012,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0012.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0012.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0011/0012,,,zh,missing,missing,high,false,false
EAQ000247,CH-SIMS,train,CH-SIMS/video_0011/0013,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0013.mp4,/root/autodl-tmp/data/datasets/ch_sims/Raw.zip::Raw/video_0011/0013.mp4,/root/autodl-tmp/data/datasets/ch_sims/label.csv#video_0011/0013,,,zh,missing,missing,high,false,false
